image,caption
3088074124_481139dc92.jpg#1,an indian man in a white costume is talking to three women in colorful saris .
3088074124_481139dc92.jpg#2,A scene at an Indian wedding .
3088074124_481139dc92.jpg#3,Several people dressed in Indian clothing are talking to each other .
3088074124_481139dc92.jpg#4,The indian couple mingle at the party .
3088322308_b0c940b3a3.jpg#0,A group of people at a distance on a beach .
3088322308_b0c940b3a3.jpg#1,"A man , woman , and two girls walk on the beach barefoot ."
3088322308_b0c940b3a3.jpg#2,Four people are walking on a beach .
3088322308_b0c940b3a3.jpg#3,People walking in the water along the beach .
3088322308_b0c940b3a3.jpg#4,This family is walking on the beach .
3088677667_4a8befb70e.jpg#0,"A crowd of people , some of which are wearing surgical masks ."
3088677667_4a8befb70e.jpg#1,A group of people are looking angry and several have on face masks .
3088677667_4a8befb70e.jpg#2,A group of people gather and some are wearing white masks over their mouths .
3088677667_4a8befb70e.jpg#3,"Five people staring in the same direction , two of whom are wearing face masks ."
3088677667_4a8befb70e.jpg#4,"People wearing black , some with face masks , are singing ."
308956341_642589e9cc.jpg#0,A black dog is shaking off water .
308956341_642589e9cc.jpg#1,A black dog shaking off water
308956341_642589e9cc.jpg#2,A dog is shaking the water from its fur creating a spray and mist .
308956341_642589e9cc.jpg#3,A wet black dog shakes itself off .
308956341_642589e9cc.jpg#4,A wet dog is shaking off water .
3089742441_d42531c14f.jpg#0,A man and a woman in extravagent winter costumes .
3089742441_d42531c14f.jpg#1,Man and woman wear fur coats while walking down brick road .
3089742441_d42531c14f.jpg#2,Thw people are dressed up in large festive outfits on the street .
3089742441_d42531c14f.jpg#3,Two people wearing elaborate attire in a street .
3089742441_d42531c14f.jpg#4,"Two people wearing period , winter clothing ."
3090398639_68c0dfa9a5.jpg#0,a mountain biker is riding on a marked out competition trail in the woods .
3090398639_68c0dfa9a5.jpg#1,A person wearing red rides a bicycle over a dirt path .
3090398639_68c0dfa9a5.jpg#2,A woman rides a bike on a dirt path .
3090398639_68c0dfa9a5.jpg#3,Bicyclist riding on a dirt race course .
3090398639_68c0dfa9a5.jpg#4,Mountain bike riders on a dirt trail .
3090593241_93a975fe2b.jpg#0,A crowd of people .
3090593241_93a975fe2b.jpg#1,A crowd of people are lining up outside a stadium .
3090593241_93a975fe2b.jpg#2,A large crowd of people are waiting in a line in the dark .
3090593241_93a975fe2b.jpg#3,A large crowd of people wait in line to get into a football game .
3090593241_93a975fe2b.jpg#4,"Large group of people lining up for an event , outdoors at night ."
3090957866_f1b2b7f214.jpg#0,A lady in blue jeans and a brown jacket is walking down a city street .
3090957866_f1b2b7f214.jpg#1,A lady in winter wear carrying a purse walks down the sidewalk .
3090957866_f1b2b7f214.jpg#2,A woman in a coat is walking down a sidewalk near Chrismas lights .
3090957866_f1b2b7f214.jpg#3,a woman photographed from behind as she 's walking down a sidewalk
3090957866_f1b2b7f214.jpg#4,Person walking down the street in the city .
3091177347_58c85c1c3b.jpg#0,a man photographs a woman .
3091177347_58c85c1c3b.jpg#1,A photographer is takeing a picture of a bird mobile .
3091177347_58c85c1c3b.jpg#2,A woman holds something for a professional photograph while the photographer takes the shot .
3091177347_58c85c1c3b.jpg#3,One person is assisting another inside a photo session involving wind chimes .
3091177347_58c85c1c3b.jpg#4,Two people are setting up a photo shoot of a mobile in a white room .
3091338773_9cf10467b4.jpg#0,A brown dog is biting a green object .
3091338773_9cf10467b4.jpg#1,A brown dog is jumping up to catch a green strap in its mouth .
3091338773_9cf10467b4.jpg#2,A dog has its mouth wide open trying to bite something .
3091338773_9cf10467b4.jpg#3,A grey dog jumps to bite a green leash .
3091338773_9cf10467b4.jpg#4,A short-haired brown dog is snapping at a long green strip .
3091580843_178042c50b.jpg#0,A man in a black jacket walks thorugh an Asian market .
3091580843_178042c50b.jpg#1,A man walking down a street with Asian shops .
3091580843_178042c50b.jpg#2,A man walking on the sidewalk past storefronts .
3091580843_178042c50b.jpg#3,A man walks in a street
3091580843_178042c50b.jpg#4,A man walks on the sidewalk by a sign .
3091594712_2166604334.jpg#0,A child ballerina puts on make-up backstage in a mirror .
3091594712_2166604334.jpg#1,A little girl wearing a blue dress stands in front of the mirror to do her makeup .
3091594712_2166604334.jpg#2,A young girl in a blue dress applies makeup in a mirror .
3091594712_2166604334.jpg#3,The little girl with the tiara is putting on eyeshadow in front of a mirror .
3091594712_2166604334.jpg#4,Young girl in blue dress and tiara applying makeup in the mirror .
3091912922_0d6ebc8f6a.jpg#0,"A dog runs holding a yellow dog toy in fall , bench in the background ."
3091912922_0d6ebc8f6a.jpg#1,A dog runs with a yellow toy in its mouth .
3091912922_0d6ebc8f6a.jpg#2,a tan dog running through the grass with a toy in his mouth .
3091912922_0d6ebc8f6a.jpg#3,The brown dog is running through the grass with a yellow toy in its mouth .
3091912922_0d6ebc8f6a.jpg#4,The tan colored dog has a yellow toy in its mouth .
3091921457_83eee69591.jpg#0,African kids stare throughwindow
3091921457_83eee69591.jpg#1,Children are staring out the window of a blue building with red shutters .
3091921457_83eee69591.jpg#2,Four children in colorful Indian clothes are looking through red shutters on a blue building .
3091921457_83eee69591.jpg#3,Four children looking out a window .
3091921457_83eee69591.jpg#4,Several children are standing in a house looking out the window .
3091962081_194f2f3bd4.jpg#0,A man wearing glasses and black clothing is sitting while a man in a vest drinks in the background .
3091962081_194f2f3bd4.jpg#1,A man with glasses wearing all black sits on grass surrounded by other people .
3091962081_194f2f3bd4.jpg#2,A salt-and-pepper-haired man with beard and glasses wearing black sits on the grass .
3091962081_194f2f3bd4.jpg#3,Closeup of a man at an event with formal attire .
3091962081_194f2f3bd4.jpg#4,The man is dressed in black and smiling while another man is drinking and an elderly woman is standing near a fence .
3093970461_825b0cac2f.jpg#0,A woman and child hug near a road .
3093970461_825b0cac2f.jpg#1,Two females are in an embrace on the street aside a beach .
3093970461_825b0cac2f.jpg#2,Two teenage girls are standing on beside the beach listening to ipods .
3093970461_825b0cac2f.jpg#3,Two young women are embracing at the side of a road and looking at an mp3 player .
3093970461_825b0cac2f.jpg#4,Two young women are hugging each other and leaning on a stone wall at the beach .
3094064787_aed1666fc9.jpg#0,The sheepdogs are running in the pasture .
3094064787_aed1666fc9.jpg#1,Two dogs are running on some grass .
3094064787_aed1666fc9.jpg#2,Two dogs are running together outside .
3094064787_aed1666fc9.jpg#3,Two dogs with multiple colors are running through the grass .
3094064787_aed1666fc9.jpg#4,Two speckled dogs running on a grassy field .
309430053_cc58bcc36a.jpg#0,A boat floating on blue water .
309430053_cc58bcc36a.jpg#1,"A boat floats near someone swimming in clear , blue water ."
309430053_cc58bcc36a.jpg#2,A person is swimming in crystal clear ocean water while his or her boat is anchored in the background .
309430053_cc58bcc36a.jpg#3,A person swims in a shallow turquoise sea toward an empty tethered rowboat .
309430053_cc58bcc36a.jpg#4,Someone is swimming in the ocean near an unmanned rowboat .
3094317837_b31cbf969e.jpg#0,A man rides a wave on a surfboard .
3094317837_b31cbf969e.jpg#1,A man wearing a black wetsuit is surfing in the water .
3094317837_b31cbf969e.jpg#2,A person on a surfboard riding a wave
3094317837_b31cbf969e.jpg#3,A person wearing a black wetsuit jumps high above a wave with a surfboard .
3094317837_b31cbf969e.jpg#4,A surfer on a red surfboard jumps over a high wave in the ocean .
3095225232_2e6e6dc92e.jpg#0,People are standing on an escalator moving up .
3095225232_2e6e6dc92e.jpg#1,people go up the escalator .
3095225232_2e6e6dc92e.jpg#2,People ride up an escalator .
3095225232_2e6e6dc92e.jpg#3,People travel up the elevator together .
3095225232_2e6e6dc92e.jpg#4,Several people ride up an escalator .
3096163135_584901a5ae.jpg#0,A boy wears a foam hat to show support for his team at a game .
3096163135_584901a5ae.jpg#1,A child is wearing a red hat shaped like a hand .
3096163135_584901a5ae.jpg#2,"A child wears three "" rock out hands "" held together by sunglasses on his head ."
3096163135_584901a5ae.jpg#3,A man in a statefarm.com hat and sunglasses .
3096163135_584901a5ae.jpg#4,A person wearing a red hat shaped like hands sits in a crowd .
309687244_4bdf3b591f.jpg#0,A man dressed in grey climbing a large brown rock .
309687244_4bdf3b591f.jpg#1,A man in a gray shirt climbs a large rock wall .
309687244_4bdf3b591f.jpg#2,A man in shorts climbs a rock face .
309687244_4bdf3b591f.jpg#3,Man climbing a rock wall .
309687244_4bdf3b591f.jpg#4,The back of a man climbing a rock .
3097196395_ec06075389.jpg#0,Two dogs are racing on a ractrack .
3097196395_ec06075389.jpg#1,two dogs race across the track .
3097196395_ec06075389.jpg#2,Two greyhounds race
3097196395_ec06075389.jpg#3,Two greyhounds with muzzles race along the inside curb of a railed dirt track .
3097196395_ec06075389.jpg#4,Two racing dogs run around a track .
309771854_952aabe3cc.jpg#0,The two church officials wear black robes and purple hats .
309771854_952aabe3cc.jpg#1,Two black-robed young men stand on the steps in front of a building .
309771854_952aabe3cc.jpg#2,Two Orthodox priests stand on the steps outside a church .
309771854_952aabe3cc.jpg#3,Two priests stand on some stairs in front of a building .
309771854_952aabe3cc.jpg#4,Two religious men glancing off to their right while standing in front of a church .
3098707588_5096d20397.jpg#0,two guys dressed in tuxes with red ties
3098707588_5096d20397.jpg#1,"Two men dressed for a wedding laugh at the camera , with beverages in hand ."
3098707588_5096d20397.jpg#2,Two men dressed up share a toast .
3098707588_5096d20397.jpg#3,Two men in matching suits are smiling and drinking .
3098707588_5096d20397.jpg#4,Two men in suits laugh and hold drinks .
3099091086_f75f0ce09d.jpg#0,A group of people at a protest to stop the building of the Kingsworth coal power plant .
3099091086_f75f0ce09d.jpg#1,A march to protest the construction of a coal power plant .
3099091086_f75f0ce09d.jpg#2,Many people in a street protesting the use of coal in power plants .
3099091086_f75f0ce09d.jpg#3,People are protesting against coal .
3099091086_f75f0ce09d.jpg#4,"Protesters with "" NO NEW COAL "" signs in urban area ."
3099504809_565e17e49d.jpg#0,A closeup of a shirtless man rock climbing .
3099504809_565e17e49d.jpg#1,A man is climbing up a large rocky mountain .
3099504809_565e17e49d.jpg#2,A rock climber grasps a ledge with his chalk covered hand .
3099504809_565e17e49d.jpg#3,a young man climbing on a rock with no shirt on
3099504809_565e17e49d.jpg#4,There is an oriental man climbing up a mountain .
3099965396_2a0018cb9e.jpg#0,A man is waiting in a public area while people pass behind him .
3099965396_2a0018cb9e.jpg#1,An old man in a black trench coat standing in a marketplace .
3099965396_2a0018cb9e.jpg#2,An old man in a long black coat stands on the street .
3099965396_2a0018cb9e.jpg#3,A white haired man in a black coat is standing on a city street .
3099965396_2a0018cb9e.jpg#4,A woman is waiting alone outside while a bird walks behind her .
310213587_778fe8fb5b.jpg#0,A group of people sitting on benches at a city park .
310213587_778fe8fb5b.jpg#1,A man drinking a beverage and holding a plastic bag far away from the other people .
310213587_778fe8fb5b.jpg#2,A man drinking a soda is standing in front of a bench near a group of people sitting
310213587_778fe8fb5b.jpg#3,A man in black clothes and a blue hat is taking a drink and holding a shopping bag .
310213587_778fe8fb5b.jpg#4,A man is standing next to a bench drinking a soda while other people sit on a bench nearby .
3102204862_f1d220230b.jpg#0,A man is throwing another around in a wrestling ring .
3102204862_f1d220230b.jpg#1,A wrestler is being held in the air by another man in the ring .
3102204862_f1d220230b.jpg#2,A wrestler is being lifted off the ground by another wrestler .
3102204862_f1d220230b.jpg#3,Professional wrestler getting flipped by another .
3102204862_f1d220230b.jpg#4,Two people are in a wrestling match .
310260324_7f941814bc.jpg#0,A group of men lift their arms to signal while they look to the left .
310260324_7f941814bc.jpg#1,A group of young men watching something .
310260324_7f941814bc.jpg#2,Four young men wearing red ribbons on their wrists are making gestures
310260324_7f941814bc.jpg#3,Men with orange wristbands perform a dance .
310260324_7f941814bc.jpg#4,Several men in front of a white building .
3103264875_2a8d534abc.jpg#0,A dog carries an orange toy in its mouth .
3103264875_2a8d534abc.jpg#1,A dog running with his tongue out .
3103264875_2a8d534abc.jpg#2,A dog runs through the grass with its tongue hanging out .
3103264875_2a8d534abc.jpg#3,A white dog with brown ears runs on the green grass with an orange dog toy .
3103264875_2a8d534abc.jpg#4,White dog with orange collar walks in the field .
3103340819_46de7954a9.jpg#0,a couple sitting on the concrete outside a set of big brown wooden doors .
3103340819_46de7954a9.jpg#1,Two people wearing hoodies huddle on a doorstep in the rain .
3103340819_46de7954a9.jpg#2,Two teenagers huddle in a doorway in the rain .
3103340819_46de7954a9.jpg#3,Two young adults holding each other in front of a door .
3103340819_46de7954a9.jpg#4,"Young , hooded boy and girl huddle on steps outside large doors ."
3103587323_7f093d5b90.jpg#0,A child holding onto the tail of a fake alligator .
3103587323_7f093d5b90.jpg#1,A little boy sits on the tail of a fake alligator .
