English,Telugu
Let's go take a bath.,యొక్క ఒక స్నాన పడుతుంది వెళ్ళి లెట్.
"YOU CUT IT OFF, RIGHT?","మీరు కుడి, ఐటి కత్తిరించిన?"
( snarls ),(Snarls)
- Solid gone!,- ఘన పోయింది!
(HELICOPTER TAKING OFF),(HELICOPTEROFFటేకింగ్)
Who's at your side,మీవైపువద్దఎవరు
"Yeah, I hear that.","అవును, నేను వినడానికి."
"- Who's there to open the door - Come on, kid.",తలుపుతెరిచిఉందిఎవరు
Requesting QRT.,QRT అభ్యర్థిస్తోంది.
You got what you came for then?,మీరు అప్పుడు వచ్చిన వచ్చింది?
And gradually-- day by day week by week you do.,మరియుక్రమంగా -ద్వారా రోజు రోజు... ... మీరు వారం వారం.
Now.,ఇప్పుడు . .
"I don't order the wrong parts, son.","నేను తప్పు భాగాలు, కుమారుడు చేయాలనుకోవడం లేదు."
Now!,ఇప్పుడు!
Why her?,ఎందుకు ఆమె?
Now?,(లాఫింగ్) ఇప్పుడు?
50 % reduction by 2016.,2016 ద్వారా 50% తగ్గింపు.
A bonus!,ఒక బోనస్!
Her ex came in here.,ఆమె మాజీ ఇక్కడ వచ్చింది.
He doesn't know.,అతను తెలియదు.
They have taken received diamonds from South Africa.,వారు సౌత్ ఆఫ్రికా నుండి వజ్రాలు పొందింది తీసుకున్న.
"With the man in the red, fast car?","ఎరుపు, ఫాస్ట్ కారులో ఉన్న వ్యక్తి తో?"
"- Oh, that guy we got stuck talking to-","- ఓహ్, మేము మాట్లాడటం నిలిచిపోయింది వ్యక్తివి"
"Fair fa' your honest, sonsie face,","ఫెయిర్ fa 'మీ నిజాయితీ, sonsie ముఖం,"
( whimpers ),(Whimpers)
YUP.,అయ్యో.
"Oh, just wait until your brother sees you.","ఓహ్, మీ సోదరుడు మీరు చూసేంతవరకు వేచి ఉండండి."
I ruined everything didn't I?,నేను వ్యర్థమైంది ప్రతిదీ... ... నేను చేయలేదు?
You got it.,మీరు వచ్చింది.
Then you know why I'm here.,నేను ఇక్కడ ఉన్నాను ఎందుకు అప్పుడు మీకు తెలిసిన.
I promised him he could stay here in the jungle with me.,నేను నాతో అడవి లో ఇక్కడ కొనసాగవచ్చు అతనికి వాగ్దానం.
"Look who's back up, baby.","ఆ బిడ్డను, తిరిగి అప్ ఉంది చూడండి."
You always were a hardass.,మీరు ఎల్లప్పుడూ ఒక hardass ఉన్నాయి.
You got it?,మీరు వచ్చింది?
"It's all right, Mary.",ఇది మేరీ అన్ని హక్కు.
Perimeter's secure.,పరిధి యొక్క సురక్షిత.
...my shoe.,... నా షూ?
What the fuck are you doing here?,మీరు ఇక్కడ ఫక్ ఏం చేస్తున్నారు?
Private jet.,ప్రైవేట్ జెట్.
[ CLICK ],[క్లిక్ 1
I'll-,నేను చేస్తాము... నేను చేస్తాము...
Nice to meet you. Nice to meet you.,మీరు కలిసే నీస్.
They have political patronage- and until someone in the police force.,వారు కలిగి రాజకీయ ప్రాపకం- మరియు పోలీసు లో ఎవరైనా వరకు.
"Come on, then.","అప్పుడు, న వస్తాయి."
For what?,ఏమి కోసం?
"Jesus, man, it's not gonna bite.",దక్షిణ అర్ధ గోళంలో జన్యు ఇంజనీరింగ్ కార్యక్రమం (bleating)
"Oh, I did!","ఓహ్, నేను చేసిన!"
"I get it, Dad.","నేను తండ్రి, అది పొందుటకు."
I'm not going to put you on the stage.,నేను వేదికపై మీరు చేస్తామని లేదు.
"It's 500 grand, he's history.","ఇది 500 గ్రాండ్ ఉంది, అతను చరిత్ర."
Totally relaxed. Totally relaxed.,పూర్తిగా సడలించింది.
"Yo, where'd you get that lid?","యో, మీరు ఆ మూత పొందుటకు where'd?"
Momma ironed my shirt and Daddy let me take the truck,మమ్మావాస్నా చొక్కామరియు డాడీ నాకు ట్రక్ తీసుకుందాం ironed
"No, you don't know what you're doing.","సంఖ్య, మీరు మీరు ఏమి తెలియదు."
So warm and friendly.,సోవెచ్చనిమరియుస్నేహపూర్వక
That's not my kid.,నా చిన్నప్పుడు కాదు.
Come on Clue me what to do,న కమ్ క్లూ నాకు ఏమి
Jaye and General Colton.,కాల్టన్జాయే మరియుసాధారణ.
Angus was throwing this away. I know your father would have wanted you to have it.,L మీ తండ్రి మీరు కలిగి కోరి ఉండాల్సింది అని తెలుసు.
Everybody wants to rule the world.,ప్రతి ఒక్కరూ ప్రపంచాన్ని పరిపాలించాలని కోరుకుంటున్నారు.
Holy schmoly!,పవిత్ర schmoly!
The voice sounds like...,వాయిస్ వంటి ధ్వనులు...
"Okay. 10, it is.","సరే. 10, అది."
COMMENTATOR [ON TV]:,వ్యాఖ్యాత[ TVON]:
I wonder what this could be.,నేను ఈ కావచ్చు ఏమి గొప్ప ఆశ్చర్యము.
"It'll attract sharks.""","ఇది సొరచేపలు ఆకర్షించడానికి ఉంటుంది. """
That's my primo cactus juice.,నా ప్రధాన భాగం కాక్టస్ రసం ఉంది.
"While you so cleverly had that big, dumb cop distracted...","మీరు తెలివిగా ఆ ఉన్నప్పటికి పెద్ద, మూగ పోలీసు మనసులు..."
"Well, they're just right in here.","బాగా,వారుకుడిఇక్కడకేవలం ఉంటాయి"
It's that little weasel.,అసాధారణ ఉంది.
- That was shit.,- ఆ అన్యాయంగా.
Four little chickies got out of my reach,నాలుగుచిన్నchickies నా చేరుకోలేకపోయారు వచ్చింది
"- Stay out of this, you mangy fools!","- ఈ బయటకు ఉండండి, మీరు mangy ఫూల్స్!"
"He's a thug, Lenny.",అతను లెన్ని ఒక దోపిడీదారుడు.
I needed to talk to someone.,నేను ఎవరైనా మాట్లాడటానికి అవసరం.
- Stay calm.,- ప్రశాంతంగా ఉండండి.
"But as some of you may know, we recently had a falling-out.","మీరు కొన్ని తెలిసిన కానీ, మేము ఇటీవల ఒక వలన వచ్చింది."
Get me the G.I. Joes.,నాకు పొందండి జి.ఐ. Joes.
